age,occupation,marital_status,education_level,credit_default,housing_loan,personal_loan,contact_method,last_contact_month,last_contact_day_of_week,last_contact_duration,campaign_contacts,days_since_previous_contact,previous_contacts,previous_campaign_outcome,employment_variation_rate,consumer_price_index,consumer_confidence_index,euribor_3_month_rate,number_employed,subscription_status
36,Admin,Married,High School,No,No,No,Telephone,5,Monday,669,3,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
29,Services,Single,High School,No,Yes,No,Telephone,5,Monday,425,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
36,Blue-collar,Married,Basic (9 Years),No,Yes,No,Telephone,5,Monday,121,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
35,Management,Married,High School,No,Yes,No,Telephone,5,Monday,174,5,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
50,Self-employed,Single,University Degree,No,No,Yes,Telephone,5,Monday,88,5,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
49,Entrepreneur,Married,High School,No,Yes,No,Telephone,5,Monday,135,4,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
36,Blue-collar,Single,High School,No,Yes,Yes,Telephone,5,Monday,402,3,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
32,Services,Single,High School,No,Yes,No,Telephone,5,Monday,158,3,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
49,Admin,Married,Basic (9 Years),No,No,No,Telephone,5,Monday,220,3,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
58,Blue-collar,Divorced,Basic (4 Years),No,Yes,No,Telephone,5,Monday,254,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
52,Technician,Married,High School,No,Yes,No,Telephone,5,Monday,503,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
50,Services,Divorced,Professional Course,No,No,No,Telephone,5,Monday,680,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
33,Entrepreneur,Married,University Degree,No,Yes,No,Telephone,5,Monday,130,3,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
57,Blue-collar,Married,Basic (4 Years),No,No,No,Telephone,5,Monday,164,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
55,Technician,Married,Professional Course,No,No,No,Telephone,5,Monday,113,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
38,Management,Married,University Degree,No,No,No,Telephone,5,Monday,195,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
38,Services,Married,High School,No,Yes,No,Telephone,5,Monday,347,3,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
53,Admin,Married,University Degree,No,Yes,No,Telephone,5,Monday,208,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
43,Unemployed,Single,University Degree,No,No,No,Telephone,5,Monday,404,4,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
36,Blue-collar,Single,High School,No,No,No,Telephone,5,Monday,396,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
32,Blue-collar,Married,Basic (9 Years),No,No,No,Telephone,5,Monday,98,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
33,Services,Married,Basic (4 Years),No,No,No,Telephone,5,Monday,229,3,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
58,Entrepreneur,Married,Basic (4 Years),No,Yes,No,Telephone,5,Monday,350,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
57,Management,Married,University Degree,No,Yes,No,Telephone,5,Tuesday,379,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
45,Technician,Married,High School,No,Yes,No,Telephone,5,Tuesday,168,3,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
46,Admin,Married,University Degree,No,Yes,No,Telephone,5,Tuesday,158,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
36,Technician,Married,University Degree,No,No,No,Telephone,5,Tuesday,210,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
41,Self-employed,Married,High School,No,Yes,No,Telephone,5,Tuesday,102,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
57,Admin,Divorced,Basic (9 Years),No,No,No,Telephone,5,Tuesday,306,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
56,Management,Divorced,High School,No,No,No,Telephone,5,Tuesday,218,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
37,Blue-collar,Married,Basic (9 Years),No,No,No,Telephone,5,Tuesday,77,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
37,Blue-collar,Married,Basic (9 Years),No,No,Yes,Telephone,5,Tuesday,54,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
46,Admin,Single,High School,No,Yes,No,Telephone,5,Tuesday,344,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
22,Blue-collar,Single,Basic (9 Years),No,Yes,No,Telephone,5,Tuesday,195,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
43,Services,Married,High School,No,No,No,Telephone,5,Tuesday,202,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
41,Technician,Married,Basic (6 Years),No,Yes,No,Telephone,5,Tuesday,278,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
38,Admin,Single,University Degree,No,No,No,Telephone,5,Tuesday,189,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
33,Admin,Married,Basic (9 Years),No,No,No,Telephone,5,Tuesday,83,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
49,Admin,Married,University Degree,No,Yes,Yes,Telephone,5,Tuesday,18,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
33,Admin,Married,Basic (9 Years),No,Yes,No,Telephone,5,Tuesday,235,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
34,Management,Single,University Degree,No,No,No,Telephone,5,Tuesday,290,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
41,Self-employed,Married,University Degree,No,No,No,Telephone,5,Tuesday,402,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
44,Services,Married,High School,No,Yes,No,Telephone,5,Tuesday,1030,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,Yes
35,Admin,Married,University Degree,No,No,No,Telephone,5,Tuesday,144,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
42,Admin,Married,High School,No,No,No,Telephone,5,Tuesday,69,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
45,Admin,Married,Basic (9 Years),No,No,No,Telephone,5,Tuesday,243,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
36,Technician,Married,Professional Course,No,No,No,Telephone,5,Tuesday,769,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
29,Blue-collar,Divorced,Basic (4 Years),No,No,No,Telephone,5,Tuesday,231,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
41,Self-employed,Married,University Degree,No,Yes,Yes,Telephone,5,Tuesday,442,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
52,Services,Single,High School,No,No,No,Telephone,5,Tuesday,455,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
42,Entrepreneur,Married,University Degree,No,Yes,No,Telephone,5,Tuesday,154,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
52,Services,Divorced,Basic (6 Years),No,No,No,Telephone,5,Tuesday,393,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
39,Admin,Married,High School,No,Yes,No,Telephone,5,Tuesday,203,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
36,Services,Married,High School,No,No,Yes,Telephone,5,Tuesday,140,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
41,Admin,Married,High School,No,No,No,Telephone,5,Tuesday,483,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
55,Technician,Married,Basic (4 Years),No,No,Yes,Telephone,5,Tuesday,259,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
30,Blue-collar,Married,Basic (9 Years),No,No,No,Telephone,5,Tuesday,227,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
27,Services,Married,High School,No,Yes,No,Telephone,5,Tuesday,245,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
34,Technician,Single,University Degree,No,Yes,No,Telephone,5,Tuesday,186,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
43,Entrepreneur,Married,Basic (4 Years),No,No,No,Telephone,5,Tuesday,623,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
49,Blue-collar,Married,Basic (9 Years),No,No,No,Telephone,5,Tuesday,102,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
58,Management,Married,Basic (6 Years),No,No,No,Telephone,5,Tuesday,342,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
43,Technician,Married,Professional Course,No,Yes,No,Telephone,5,Tuesday,225,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
43,Self-employed,Divorced,University Degree,No,No,No,Telephone,5,Tuesday,87,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
30,Self-employed,Single,University Degree,No,Yes,No,Telephone,5,Tuesday,262,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
27,Services,Single,Professional Course,No,Yes,Yes,Telephone,5,Tuesday,271,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
37,Technician,Married,Professional Course,No,Yes,No,Telephone,5,Tuesday,198,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
46,Housemaid,Married,Basic (9 Years),No,Yes,No,Telephone,5,Tuesday,150,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
35,Blue-collar,Married,Professional Course,No,No,No,Telephone,5,Tuesday,241,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
47,Admin,Divorced,University Degree,No,No,No,Telephone,5,Tuesday,196,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
26,Housemaid,Married,University Degree,No,No,No,Telephone,5,Tuesday,246,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
45,Management,Married,University Degree,No,Yes,No,Telephone,5,Tuesday,140,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
34,Admin,Married,Basic (9 Years),No,No,No,Telephone,5,Tuesday,175,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
42,Technician,Married,Professional Course,No,No,No,Telephone,5,Tuesday,1623,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,Yes
38,Blue-collar,Married,Basic (4 Years),No,No,Yes,Telephone,5,Tuesday,144,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
60,Management,Married,University Degree,No,No,No,Telephone,5,Tuesday,451,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
48,Admin,Married,University Degree,No,Yes,No,Telephone,5,Tuesday,159,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
47,Technician,Married,Professional Course,No,Yes,No,Telephone,5,Tuesday,170,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
40,Admin,Married,High School,No,No,No,Telephone,5,Tuesday,243,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
48,Unemployed,Single,Basic (4 Years),No,Yes,No,Telephone,5,Tuesday,112,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
54,Housemaid,Married,Basic (4 Years),No,No,No,Telephone,5,Tuesday,262,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
40,Blue-collar,Married,Basic (6 Years),No,No,Yes,Telephone,5,Tuesday,53,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
42,Technician,Divorced,High School,No,No,No,Telephone,5,Tuesday,204,4,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
52,Self-employed,Married,University Degree,No,Yes,No,Telephone,5,Tuesday,678,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
31,Blue-collar,Single,Basic (9 Years),No,Yes,No,Telephone,5,Tuesday,182,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
32,Services,Married,High School,No,No,No,Telephone,5,Tuesday,162,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
44,Admin,Married,High School,No,Yes,Yes,Telephone,5,Tuesday,177,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
52,Admin,Married,Basic (4 Years),No,Yes,No,Telephone,5,Tuesday,358,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
42,Management,Married,University Degree,No,No,No,Telephone,5,Tuesday,1677,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,Yes
43,Management,Married,Professional Course,No,Yes,No,Telephone,5,Tuesday,310,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
31,Admin,Divorced,High School,No,No,No,Telephone,5,Tuesday,47,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
57,Blue-collar,Divorced,Basic (4 Years),No,No,No,Telephone,5,Tuesday,30,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
57,Retired,Married,University Degree,No,No,No,Telephone,5,Tuesday,116,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
38,Services,Married,High School,No,Yes,No,Telephone,5,Tuesday,169,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
42,Retired,Married,Basic (4 Years),No,No,No,Telephone,5,Tuesday,145,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
35,Technician,Married,Professional Course,No,Yes,No,Telephone,5,Tuesday,278,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
34,Technician,Married,University Degree,No,Yes,No,Telephone,5,Tuesday,226,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
41,Services,Married,Basic (9 Years),No,No,No,Telephone,5,Tuesday,157,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
38,Technician,Married,Professional Course,No,Yes,No,Telephone,5,Tuesday,349,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
53,Admin,Married,Professional Course,No,Yes,No,Telephone,5,Tuesday,233,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
33,Admin,Married,Basic (9 Years),No,No,No,Telephone,5,Tuesday,198,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
45,Entrepreneur,Married,University Degree,No,No,No,Telephone,5,Tuesday,82,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
40,Technician,Single,University Degree,No,No,No,Telephone,5,Tuesday,198,3,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
33,Technician,Married,University Degree,No,Yes,No,Telephone,5,Tuesday,120,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
48,Blue-collar,Married,Basic (4 Years),No,No,No,Telephone,5,Tuesday,128,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
43,Entrepreneur,Married,High School,No,No,No,Telephone,5,Tuesday,166,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
37,Management,Married,University Degree,No,Yes,No,Telephone,5,Tuesday,211,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
50,Services,Married,Basic (9 Years),No,Yes,Yes,Telephone,5,Tuesday,369,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
59,Entrepreneur,Married,High School,No,Yes,No,Telephone,5,Tuesday,91,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
52,Blue-collar,Married,Basic (4 Years),No,No,No,Telephone,5,Tuesday,371,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
38,Blue-collar,Married,Basic (9 Years),No,No,No,Telephone,5,Tuesday,310,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
39,Blue-collar,Married,Basic (6 Years),No,Yes,No,Telephone,5,Tuesday,158,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
39,Blue-collar,Married,Basic (6 Years),No,No,No,Telephone,5,Tuesday,198,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
38,Admin,Married,High School,No,No,No,Telephone,5,Tuesday,145,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
30,Services,Single,High School,No,No,No,Telephone,5,Tuesday,102,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
38,Admin,Divorced,High School,No,Yes,Yes,Telephone,5,Tuesday,179,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
39,Technician,Divorced,University Degree,No,No,No,Telephone,5,Tuesday,73,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
44,Admin,Married,High School,No,No,No,Telephone,5,Tuesday,263,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
36,Admin,Married,High School,No,No,No,Telephone,5,Tuesday,342,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
41,Blue-collar,Married,Basic (6 Years),No,No,No,Telephone,5,Tuesday,13,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
35,Blue-collar,Married,Basic (9 Years),No,No,No,Telephone,5,Tuesday,79,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
41,Technician,Married,High School,No,No,No,Telephone,5,Tuesday,358,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
35,Admin,Single,High School,No,Yes,Yes,Telephone,5,Tuesday,150,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
33,Self-employed,Married,University Degree,No,No,No,Telephone,5,Tuesday,792,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
32,Entrepreneur,Single,University Degree,No,Yes,No,Telephone,5,Tuesday,242,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
30,Self-employed,Single,High School,No,Yes,No,Telephone,5,Tuesday,123,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
43,Admin,Married,Professional Course,No,Yes,Yes,Telephone,5,Tuesday,161,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
46,Admin,Married,University Degree,No,No,No,Telephone,5,Tuesday,268,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
35,Admin,Divorced,High School,No,No,Yes,Telephone,5,Tuesday,259,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
34,Admin,Single,University Degree,No,Yes,Yes,Telephone,5,Tuesday,26,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
39,Admin,Single,University Degree,No,No,No,Telephone,5,Tuesday,424,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
42,Entrepreneur,Married,Basic (6 Years),No,No,No,Telephone,5,Tuesday,179,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
57,Retired,Married,University Degree,No,Yes,No,Telephone,5,Tuesday,383,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
40,Technician,Married,Basic (4 Years),No,No,Yes,Telephone,5,Tuesday,195,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
42,Blue-collar,Married,High School,No,No,Yes,Telephone,5,Tuesday,1297,3,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,Yes
40,Technician,Married,Basic (4 Years),No,No,No,Telephone,5,Tuesday,217,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
41,Blue-collar,Married,Basic (4 Years),No,No,No,Telephone,5,Tuesday,189,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
41,Blue-collar,Married,Basic (4 Years),No,Yes,Yes,Telephone,5,Tuesday,260,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
35,Admin,Married,Basic (6 Years),No,Yes,No,Telephone,5,Tuesday,179,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
23,Admin,Single,University Degree,No,No,No,Telephone,5,Tuesday,266,3,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
45,Housemaid,Married,High School,No,No,No,Telephone,5,Tuesday,352,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
42,Admin,Married,High School,No,No,No,Telephone,5,Tuesday,695,3,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
41,Admin,Divorced,High School,No,No,No,Telephone,5,Tuesday,76,4,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
46,Management,Married,University Degree,No,No,No,Telephone,5,Tuesday,310,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
30,Blue-collar,Married,Basic (4 Years),No,No,No,Telephone,5,Tuesday,112,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
24,Technician,Single,Professional Course,No,No,Yes,Telephone,5,Tuesday,140,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
34,Admin,Single,University Degree,No,No,Yes,Telephone,5,Tuesday,262,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
59,Blue-collar,Married,Basic (4 Years),No,Yes,No,Telephone,5,Tuesday,424,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
32,Technician,Married,Professional Course,No,No,No,Telephone,5,Tuesday,1906,3,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
33,Technician,Married,Professional Course,No,Yes,No,Telephone,5,Tuesday,219,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
32,Admin,Married,University Degree,No,No,No,Telephone,5,Tuesday,135,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
46,Management,Married,University Degree,No,No,No,Telephone,5,Tuesday,407,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
57,Technician,Married,Professional Course,No,Yes,No,Telephone,5,Tuesday,402,4,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
42,Technician,Married,Basic (9 Years),No,No,No,Telephone,5,Tuesday,209,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
48,Admin,Married,Professional Course,No,Yes,No,Telephone,5,Tuesday,92,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
34,Services,Married,High School,No,No,No,Telephone,5,Tuesday,193,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
32,Admin,Single,University Degree,No,Yes,Yes,Telephone,5,Tuesday,65,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
48,Blue-collar,Married,Basic (9 Years),No,No,No,Telephone,5,Tuesday,284,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
47,Blue-collar,Married,Basic (9 Years),No,No,No,Telephone,5,Tuesday,285,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
32,Admin,Single,University Degree,No,Yes,No,Telephone,5,Tuesday,278,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
32,Admin,Single,University Degree,No,No,No,Telephone,5,Tuesday,389,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
36,Services,Married,High School,No,No,No,Telephone,5,Tuesday,158,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
50,Services,Married,High School,No,No,No,Telephone,5,Tuesday,87,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
46,Blue-collar,Married,Basic (6 Years),No,Yes,No,Telephone,5,Tuesday,147,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
41,Admin,Married,High School,No,No,No,Telephone,5,Tuesday,635,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
43,Blue-collar,Single,Basic (4 Years),No,No,No,Telephone,5,Tuesday,289,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
51,Management,Married,University Degree,No,Yes,No,Telephone,5,Tuesday,170,3,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
38,Admin,Married,University Degree,No,Yes,No,Telephone,5,Tuesday,802,1,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
41,Technician,Married,Basic (6 Years),No,Yes,No,Telephone,5,Tuesday,381,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
52,Blue-collar,Married,Basic (4 Years),No,No,No,Telephone,5,Tuesday,57,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
37,Technician,Married,Professional Course,No,Yes,No,Telephone,5,Tuesday,304,2,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
41,Admin,Married,Basic (9 Years),No,Yes,No,Telephone,5,Tuesday,241,3,999,0,Non-existent,1.1,93.994,-36.4,4.857,5191.0,No
